TF_Name,HomerID,TF_ID,Family_ID,TSource_ID,Motif_ID,MSource_ID,DBID,TF_Species,TF_Status,Family_Name,DBDs,DBD_Count,Cutoff,DBID.1,Motif_Type,MSource_Identifier,MSource_Type,MSource_Author,MSource_Year,PMID,MSource_Version,SR_Model,SR_NoThreshold,TfSource_Name,TfSource_URL,TfSource_Year,TfSource_Month,TfSource_Day,Motif,width,IC,max_score,NCcutoffScore,ICperNT
Bach1,Bach1(bZIP)/K562-Bach1-ChIP-Seq(GSE31477)/Homer,T060464_2.00,F091_2.00,TS12_2.00,M08823_2.00,MS27_2.00,ENSMUSG00000025612,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,BACH1_MOUSE.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08823_2.00,14,13.74,16.697,12.057,0.98
Atf3,Atf3(bZIP)/GBM-ATF3-ChIP-Seq(GSE33912)/Homer,T060466_2.00,F091_2.00,TS12_2.00,M00758_2.00,MS17_2.00,ENSMUSG00000026628,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,pTH2684,PBM,DREAM_contest,PBM,Weirauch,2013,23354101,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00758_2.00,9,3.482,7.081,1.521,0.39
Atf2,Atf2(bZIP)/3T3L1-Atf2-ChIP-Seq(GSE56872)/Homer,T060469_2.00,F091_2.00,TS12_2.00,M01808_2.00,MS64_2.00,ENSMUSG00000027104,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,pTH5083,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01808_2.00,10,3.647,8.153,1.538,0.36
Fosl2,Fra2(bZIP)/Striatum-Fra2-ChIP-Seq(GSE43429)/Homer,T060473_2.00,F091_2.00,TS12_2.00,M08828_2.00,MS27_2.00,ENSMUSG00000029135,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,FOSL2_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08828_2.00,11,8.894,11.336,6.609,0.81
Fosl2,Fosl2(bZIP)/3T3L1-Fosl2-ChIP-Seq(GSE56872)/Homer,T060473_2.00,F091_2.00,TS12_2.00,M08828_2.00,MS27_2.00,ENSMUSG00000029135,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,FOSL2_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08828_2.00,11,8.894,11.336,6.609,0.81
Bach2,Bach2(bZIP)/OCILy7-Bach2-ChIP-Seq(GSE44420)/Homer,T060485_2.00,F091_2.00,TS12_2.00,M08832_2.00,MS27_2.00,ENSMUSG00000040270,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,BACH2_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08832_2.00,11,8.454,12.436,6.274,0.77
Atf4,Atf4(bZIP)/MEF-Atf4-ChIP-Seq(GSE35681)/Homer,T060486_2.00,F091_2.00,TS12_2.00,M02865_2.00,MS33_2.00,ENSMUSG00000042406,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,Atf4_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02865_2.00,14,13.033,16.381,11.191,0.93
Maff,MafF(bZIP)/HepG2-MafF-ChIP-Seq(GSE31477)/Homer,T060487_2.00,F091_2.00,TS12_2.00,M08834_2.00,MS27_2.00,ENSMUSG00000042622,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,MAFF_MOUSE.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08834_2.00,22,11.343,20.713,8.847,0.52
Mafa,MafA(bZIP)/Islet-MafA-ChIP-Seq(GSE30298)/Homer,T060488_2.00,F091_2.00,TS12_2.00,M09497_2.00,MS28_2.00,ENSMUSG00000047591,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,Islet-MafA_GSE30298,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09497_2.00,10,8.05,11.454,5.988,0.81
Jun,Jun-AP1(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer,T060493_2.00,F091_2.00,TS12_2.00,M01816_2.00,MS64_2.00,ENSMUSG00000052684,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,pTH4337,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01816_2.00,9,4.916,8.347,2.962,0.55
Jun,c-Jun-CRE(bZIP)/K562-cJun-ChIP-Seq(GSE31477)/Homer,T060493_2.00,F091_2.00,TS12_2.00,M01816_2.00,MS64_2.00,ENSMUSG00000052684,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,pTH4337,PBM,Zoo_01,PBM,Weirauch,2014,25215497,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01816_2.00,9,4.916,8.347,2.962,0.55
Junb,JunB(bZIP)/DendriticCells-Junb-ChIP-Seq(GSE36099)/Homer,T060494_2.00,F091_2.00,TS12_2.00,M00760_2.00,MS17_2.00,ENSMUSG00000052837,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,pTH3064,PBM,DREAM_contest,PBM,Weirauch,2013,23354101,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00760_2.00,8,1.292,5.164,0.539,0.16
Jund,JunD(bZIP)/K562-JunD-ChIP-Seq/Homer,T060504_2.00,F091_2.00,TS12_2.00,M01000_2.00,MS40_2.00,ENSMUSG00000071076,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,JUND_M_HK,PBM,Mann2013,PBM,Mann,2013,23590861,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M01000_2.00,10,8.588,10.711,6.743,0.86
Mafb,MafB(bZIP)/BMM-Mafb-ChIP-Seq(GSE75722)/Homer,T060506_2.00,F091_2.00,TS12_2.00,M02870_2.00,MS33_2.00,ENSMUSG00000074622,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,Mafb_2,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02870_2.00,17,9.646,15.868,7.352,0.57
Atf7,Atf7(bZIP)/3T3L1-Atf7-ChIP-Seq(GSE56872)/Homer,T060507_2.00,F091_2.00,TS12_2.00,M09499_2.00,MS28_2.00,ENSMUSG00000099083,Mus_musculus,D,bZIP,bZIP_1,1,0.781756187,3T3L1-Atf7_GSE56872,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09499_2.00,12,6.373,10.895,4.151,0.53
ZEB1,ZEB1(Zf)/PDAC-ZEB1-ChIP-Seq(GSE64557)/Homer,T075853_2.00,F116_2.00,TS12_2.00,M10091_2.00,MS59_2.00,ENSG00000148516,Homo_sapiens,D,"C2H2 ZF,Homeodomain","zf-C2H2,Homeobox",2,0.7,V$AREB6_03,Transfac,Transfac,Transfac,Matys,2006,16381825,7,SequenceIdentity,TRUE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M10091_2.00,12,9.359,11.863,7.621,0.78
ZFX,ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)/Homer,T094775_2.00,F135_2.00,TS12_2.00,M08850_2.00,MS27_2.00,ENSG00000005889,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZFX_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08850_2.00,10,7.513,10.114,5.432,0.75
ZNF263,Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)/Homer,T094776_2.00,F135_2.00,TS12_2.00,M07563_2.00,MS03_2.00,ENSG00000006194,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF263.RCADE.ReprocessedData,ChIP-seq+ChIP-exo,Barazandeh2018,ChIP-seq_and_ChIP-exo,Barazandeh,2018,29146583,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07563_2.00,9,8.922,10.781,7.332,0.99
ZIC2,Zic2(Zf)/ESC-Zic2-ChIP-Seq(SRP197560)/Homer,T094786_2.00,F135_2.00,TS12_2.00,M08233_2.00,MS43_2.00,ENSG00000043355,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZIC2,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08233_2.00,11,6.966,10.731,5.03,0.63
KLF6,KLF6(Zf)/PDAC-KLF6-ChIP-Seq(GSE64557)/Homer,T094796_2.00,F135_2.00,TS12_2.00,M08857_2.00,MS27_2.00,ENSG00000067082,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF6_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08857_2.00,19,7.902,15.798,5.531,0.42
ZNF416,ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer,T094806_2.00,F135_2.00,TS12_2.00,M08234_2.00,MS43_2.00,ENSG00000083817,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF416,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08234_2.00,18,18.63,23.093,16.498,1.03
ZNF264,ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)/Homer,T094809_2.00,F135_2.00,TS12_2.00,M08860_2.00,MS27_2.00,ENSG00000083844,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZN264_HUMAN.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08860_2.00,24,10.123,21.63,7.558,0.42
REST,REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer,T094810_2.00,F135_2.00,TS12_2.00,M07846_2.00,MS18_2.00,ENSG00000084093,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,GM12878_NRSF_HudsonAlpha,ChIP-seq,ENCODE,ChIP-seq,Gerstein,2012,22955619,11-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07846_2.00,14,12.184,16.336,10.097,0.87
MYNN,MYNN(Zf)/HEK293-MYNN.eGFP-ChIP-Seq(Encode)/Homer,T094811_2.00,F135_2.00,TS12_2.00,M08283_2.00,MS52_2.00,ENSG00000085274,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,Q9NPC7_1-4.RCADE,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08283_2.00,12,9.338,13.612,7.19,0.78
YY1,YY1(Zf)/Promoter/Homer,T094823_2.00,F135_2.00,TS12_2.00,M07860_2.00,MS18_2.00,ENSG00000100811,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,K562_YY1_HudsonAlpha,ChIP-seq,ENCODE,ChIP-seq,Gerstein,2012,22955619,11-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07860_2.00,15,11,15.543,8.908,0.73
KLF5,KLF5(Zf)/LoVo-KLF5-ChIP-Seq(GSE49402)/Homer,T094828_2.00,F135_2.00,TS12_2.00,M08868_2.00,MS27_2.00,ENSG00000102554,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF5_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08868_2.00,14,8.391,13.594,6.147,0.6
CTCF,CTCF(Zf)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer,T094831_2.00,F135_2.00,TS12_2.00,M07924_2.00,MS18_2.00,ENSG00000102974,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,T-47D_CTCF_HudsonAlpha,ChIP-seq,ENCODE,ChIP-seq,Gerstein,2012,22955619,11-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07924_2.00,15,10.926,15.553,8.788,0.73
CTCF,CTCF-SatelliteElement(Zf?)/CD4+-CTCF-ChIP-Seq(Barski_et_al.)/Homer,T094831_2.00,F135_2.00,TS12_2.00,M07924_2.00,MS18_2.00,ENSG00000102974,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,T-47D_CTCF_HudsonAlpha,ChIP-seq,ENCODE,ChIP-seq,Gerstein,2012,22955619,11-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07924_2.00,15,10.926,15.553,8.788,0.73
KLF1,KLF1(Zf)/HUDEP2-KLF1-CutnRun(GSE136251)/Homer,T094840_2.00,F135_2.00,TS12_2.00,M00224_2.00,MS04_2.00,ENSG00000105610,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF1_H299Y,PBM,Barrera2016,PBM,Barrera,2016,27013732,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00224_2.00,8,8.347,9.1,7.968,1.04
KLF1,EKLF(Zf)/Erythrocyte-Klf1-ChIP-Seq(GSE20478)/Homer,T094840_2.00,F135_2.00,TS12_2.00,M00224_2.00,MS04_2.00,ENSG00000105610,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF1_H299Y,PBM,Barrera2016,PBM,Barrera,2016,27013732,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M00224_2.00,8,8.347,9.1,7.968,1.04
ZKSCAN1,ZKSCAN1(Zf)/HepG2-ZKSCAN1-ChIP-Seq(Encode)/Homer,T094845_2.00,F135_2.00,TS12_2.00,M08874_2.00,MS27_2.00,ENSG00000106261,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZKSC1_HUMAN.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08874_2.00,19,10.502,17.987,8.107,0.55
GLI3,GLI3(Zf)/Limb-GLI3-ChIP-Chip(GSE11077)/Homer,T094846_2.00,F135_2.00,TS12_2.00,M04416_2.00,MS62_2.00,ENSG00000106571,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,GLI3_eDBD_HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04416_2.00,15,11.181,15.607,9.108,0.75
GLIS3,GLIS3(Zf)/Thyroid-Glis3.GFP-ChIP-Seq(GSE103297)/Homer,T094847_2.00,F135_2.00,TS12_2.00,M02880_2.00,MS33_2.00,ENSG00000107249,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,GLIS3_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02880_2.00,14,14.166,17.542,12.193,1.01
KLF3,KLF3(Zf)/MEF-Klf3-ChIP-Seq(GSE44748)/Homer,T094848_2.00,F135_2.00,TS12_2.00,M08876_2.00,MS27_2.00,ENSG00000109787,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF3_HUMAN.H11MO.0.B,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08876_2.00,19,9.283,16.211,7.078,0.49
BCL11A,Bcl11a(Zf)/HSPC-BCL11A-ChIP-Seq(GSE104676)/Homer,T094871_2.00,F135_2.00,TS12_2.00,M08881_2.00,MS27_2.00,ENSG00000119866,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,BC11A_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08881_2.00,17,7.106,14.936,4.733,0.42
CTCFL,BORIS(Zf)/K562-CTCFL-ChIP-Seq(GSE32465)/Homer,T094884_2.00,F135_2.00,TS12_2.00,M08885_2.00,MS27_2.00,ENSG00000124092,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,CTCFL_HUMAN.H11MO.0.A,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08885_2.00,17,10.772,16.531,8.487,0.63
ZNF317,ZNF317(Zf)/HEK293-ZNF317.GFP-ChIP-Seq(GSE58341)/Homer,T094914_2.00,F135_2.00,TS12_2.00,M08890_2.00,MS27_2.00,ENSG00000130803,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZN317_HUMAN.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08890_2.00,20,11.313,20.373,8.838,0.57
ZNF341,ZNF341(Zf)/EBV-ZNF341-ChIP-Seq(GSE113194)/Homer,T094919_2.00,F135_2.00,TS12_2.00,M08892_2.00,MS27_2.00,ENSG00000131061,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZN341_HUMAN.H11MO.0.C,Misc,HocoMoco,Misc,Kulakovskiy,2013,23175603,14-Jul,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08892_2.00,22,8.916,18.967,6.434,0.41
ZNF189,ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)/Homer,T094934_2.00,F135_2.00,TS12_2.00,M08244_2.00,MS43_2.00,ENSG00000136870,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF189,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08244_2.00,7,6.581,8.675,4.706,0.94
ZNF41,ZNF41(Zf)/HEK293-ZNF41.GFP-ChIP-Seq(GSE58341)/Homer,T094963_2.00,F135_2.00,TS12_2.00,M08313_2.00,MS52_2.00,ENSG00000147124,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,P51814_4-14.RCADE,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08313_2.00,33,13.613,27.956,10.97,0.41
ZNF711,ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)/Homer,T094964_2.00,F135_2.00,TS12_2.00,M09508_2.00,MS28_2.00,ENSG00000147180,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,SHSY5Y-ZNF711_GSE20673,Misc,HOMER,Misc,Heinz,2010,20513432,16-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M09508_2.00,8,6.637,8.999,4.83,0.83
ZNF7,ZNF7(Zf)/HepG2-ZNF7.Flag-ChIP-Seq(Encode)/Homer,T094967_2.00,F135_2.00,TS12_2.00,M07598_2.00,MS03_2.00,ENSG00000147789,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF7.RCADE.ReprocessedData,ChIP-seq+ChIP-exo,Barazandeh2018,ChIP-seq_and_ChIP-exo,Barazandeh,2018,29146583,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07598_2.00,21,11.201,19.259,8.877,0.53
ZIC1,Zic(Zf)/Cerebellum-ZIC1.2-ChIP-Seq(GSE60731)/Homer,T094981_2.00,F135_2.00,TS12_2.00,M10226_2.00,MS59_2.00,ENSG00000152977,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,V$ZIC1_01,Transfac,Transfac,Transfac,Matys,2006,16381825,7,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M10226_2.00,9,3.873,8.506,1.75,0.43
KLF10,KLF10(Zf)/HEK293-KLF10.GFP-ChIP-Seq(GSE58341)/Homer,T094987_2.00,F135_2.00,TS12_2.00,M04490_2.00,MS62_2.00,ENSG00000155090,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,KLF10_eDBD_Methyl-HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04490_2.00,22,19.879,25.102,18.023,0.9
ZIC3,Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer,T094989_2.00,F135_2.00,TS12_2.00,M02894_2.00,MS33_2.00,ENSG00000156925,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZIC3_1,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02894_2.00,15,11.582,16.322,9.45,0.77
ZNF382,ZNF382(Zf)/HEK293-ZNF382.GFP-ChIP-Seq(GSE58341)/Homer,T095009_2.00,F135_2.00,TS12_2.00,M08319_2.00,MS52_2.00,ENSG00000161298,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,Q96SR6_1-8.RCADE,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08319_2.00,24,11.67,22.06,9.175,0.49
ZNF528,ZNF528(Zf)/HEK293-ZNF528.GFP-ChIP-Seq(GSE58341)/Homer,T095056_2.00,F135_2.00,TS12_2.00,M08249_2.00,MS43_2.00,ENSG00000167555,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF528,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08249_2.00,14,14.181,17.368,12.184,1.01
ZNF768,ZNF768(Zf)/Rajj-ZNF768-ChIP-Seq(GSE111879)/Homer,T095084_2.00,F135_2.00,TS12_2.00,M08333_2.00,MS52_2.00,ENSG00000169957,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,Q9H5H4_1-5.RCADE,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08333_2.00,15,13.553,17.675,11.51,0.9
ZNF16,ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer,T095092_2.00,F135_2.00,TS12_2.00,M08251_2.00,MS43_2.00,ENSG00000170631,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF16,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08251_2.00,15,13.429,17.719,11.277,0.9
ZNF415,ZNF415(Zf)/HEK293-ZNF415.GFP-ChIP-Seq(GSE58341)/Homer,T095095_2.00,F135_2.00,TS12_2.00,M08337_2.00,MS52_2.00,ENSG00000170954,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,Q09FC8.MEME,ChIP-seq,Schmitges2016,ChIP-seq,Schmitges,2016,27852650,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08337_2.00,15,8.494,14.053,6.373,0.57
ZNF692,ZNF692(Zf)/HEK293-ZNF692.GFP-ChIP-Seq(GSE58341)/Homer,T095097_2.00,F135_2.00,TS12_2.00,M08253_2.00,MS43_2.00,ENSG00000171163,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF692,ChIP-seq,Najafabadi2015b,ChIP-seq,Najafabadi,2015b,25690854,NULL,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08253_2.00,13,10.085,13.626,8.134,0.78
HINFP,HINFP(Zf)/K562-HINFP.eGFP-ChIP-Seq(Encode)/Homer,T095118_2.00,F135_2.00,TS12_2.00,M02908_2.00,MS33_2.00,ENSG00000172273,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,HINFP1_2,SELEX,Jolma2013,SELEX,Jolma,2013,23332764,13-Jan,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M02908_2.00,20,20.217,24.139,18.356,1.01
ZNF519,ZNF519(Zf)/HEK293-ZNF519.GFP-ChIP-Seq(GSE58341)/Homer,T095140_2.00,F135_2.00,TS12_2.00,M07642_2.00,MS03_2.00,ENSG00000175322,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,ZNF519.RCADE.OriginalMapping,ChIP-seq+ChIP-exo,Barazandeh2018,ChIP-seq_and_ChIP-exo,Barazandeh,2018,29146583,18-Mar,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M07642_2.00,15,11.347,16.359,9.282,0.76
HIC1,HIC1(Zf)/Treg-ZBTB29-ChIP-Seq(GSE99889)/Homer,T095155_2.00,F135_2.00,TS12_2.00,M04569_2.00,MS62_2.00,ENSG00000177374,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,HIC1_eDBD_Methyl-HT-SELEX,SELEX,Yin2017,SELEX,Yin,2017,28473536,17-Apr,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M04569_2.00,10,7.28,9.9,5.401,0.73
ZBTB33,ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer,T095156_2.00,F135_2.00,TS12_2.00,M08094_2.00,MS31_2.00,ENSG00000177485,Homo_sapiens,D,C2H2 ZF,zf-C2H2,1,0.755454496,MA0527.1,ChIP-seq,JASPAR,JASPAR,Mathelier,2014,24194598,14-Aug,SimilarityRegression,FALSE,Ensembl,http://www.ensembl.org/,2018,Dec,8,M08094_2.00,15,9.645,14.379,7.509,0.64
